"","title","link","career.cluster","career.pathway","code","occupation","income","interest","score","degree","close","between"
"1","11-1011.00 - Chief Executives","https://www.onetonline.org/link/details/11-1011.00","Business Management & Administration","General Management","11-1011.00","Chief Executives",181210,"Enterprising",100,16,2.88983932493353e-05,842.704748715779
"2","11-1011.00 - Chief Executives","https://www.onetonline.org/link/details/11-1011.00","Business Management & Administration","General Management","11-1011.00","Chief Executives",181210,"Conventional",72,16,2.88983932493353e-05,842.704748715779
"3","11-1011.00 - Chief Executives","https://www.onetonline.org/link/details/11-1011.00","Business Management & Administration","General Management","11-1011.00","Chief Executives",181210,"Realistic",6,16,2.88983932493353e-05,842.704748715779
"4","11-1011.00 - Chief Executives","https://www.onetonline.org/link/details/11-1011.00","Business Management & Administration","General Management","11-1011.00","Chief Executives",181210,"Social",45,16,2.88983932493353e-05,842.704748715779
"5","11-1011.00 - Chief Executives","https://www.onetonline.org/link/details/11-1011.00","Business Management & Administration","General Management","11-1011.00","Chief Executives",181210,"Artistic",28,16,2.88983932493353e-05,842.704748715779
"6","11-1011.00 - Chief Executives","https://www.onetonline.org/link/details/11-1011.00","Business Management & Administration","General Management","11-1011.00","Chief Executives",181210,"Investigative",17,16,2.88983932493353e-05,842.704748715779
"7","11-1021.00 - General and Operations Managers","https://www.onetonline.org/link/details/11-1021.00","Business Management & Administration","General Management","11-1021.00","General and Operations Managers",99310,"Investigative",6,15,2.90073678714393e-05,1408.6481144943
"8","11-1021.00 - General and Operations Managers","https://www.onetonline.org/link/details/11-1021.00","Business Management & Administration","General Management","11-1021.00","General and Operations Managers",99310,"Realistic",6,15,2.90073678714393e-05,1408.6481144943
"9","11-1021.00 - General and Operations Managers","https://www.onetonline.org/link/details/11-1021.00","Business Management & Administration","General Management","11-1021.00","General and Operations Managers",99310,"Artistic",0,15,2.90073678714393e-05,1408.6481144943
"10","11-1021.00 - General and Operations Managers","https://www.onetonline.org/link/details/11-1021.00","Business Management & Administration","General Management","11-1021.00","General and Operations Managers",99310,"Enterprising",100,15,2.90073678714393e-05,1408.6481144943
"11","11-1021.00 - General and Operations Managers","https://www.onetonline.org/link/details/11-1021.00","Business Management & Administration","General Management","11-1021.00","General and Operations Managers",99310,"Social",39,15,2.90073678714393e-05,1408.6481144943
"12","11-1021.00 - General and Operations Managers","https://www.onetonline.org/link/details/11-1021.00","Business Management & Administration","General Management","11-1021.00","General and Operations Managers",99310,"Conventional",45,15,2.90073678714393e-05,1408.6481144943
"13","11-2011.00 - Advertising and Promotions Managers","https://www.onetonline.org/link/details/11-2011.00","Marketing","Marketing Management","11-2011.00","Advertising and Promotions Managers",100810,"Realistic",11,22,2.9146021568056e-05,3118.11033888586
"14","11-2011.00 - Advertising and Promotions Managers","https://www.onetonline.org/link/details/11-2011.00","Marketing","Marketing Management","11-2011.00","Advertising and Promotions Managers",100810,"Investigative",17,22,2.9146021568056e-05,3118.11033888586
"15","11-2011.00 - Advertising and Promotions Managers","https://www.onetonline.org/link/details/11-2011.00","Marketing","Marketing Management","11-2011.00","Advertising and Promotions Managers",100810,"Artistic",72,22,2.9146021568056e-05,3118.11033888586
"16","11-2011.00 - Advertising and Promotions Managers","https://www.onetonline.org/link/details/11-2011.00","Marketing","Marketing Management","11-2011.00","Advertising and Promotions Managers",100810,"Conventional",61,22,2.9146021568056e-05,3118.11033888586
"17","11-2011.00 - Advertising and Promotions Managers","https://www.onetonline.org/link/details/11-2011.00","Marketing","Marketing Management","11-2011.00","Advertising and Promotions Managers",100810,"Social",22,22,2.9146021568056e-05,3118.11033888586
"18","11-2011.00 - Advertising and Promotions Managers","https://www.onetonline.org/link/details/11-2011.00","Marketing","Marketing Management","11-2011.00","Advertising and Promotions Managers",100810,"Enterprising",100,22,2.9146021568056e-05,3118.11033888586
"19","11-2021.00 - Marketing Managers","https://www.onetonline.org/link/details/11-2021.00","Marketing","Marketing Management","11-2021.00","Marketing Managers",131180,"Enterprising",100,25,2.87620800736309e-05,2722.4200606884
"20","11-2021.00 - Marketing Managers","https://www.onetonline.org/link/details/11-2021.00","Marketing","Marketing Management","11-2021.00","Marketing Managers",131180,"Realistic",0,25,2.87620800736309e-05,2722.4200606884
"21","11-2021.00 - Marketing Managers","https://www.onetonline.org/link/details/11-2021.00","Marketing","Marketing Management","11-2021.00","Marketing Managers",131180,"Social",28,25,2.87620800736309e-05,2722.4200606884
"22","11-2021.00 - Marketing Managers","https://www.onetonline.org/link/details/11-2021.00","Marketing","Marketing Management","11-2021.00","Marketing Managers",131180,"Conventional",72,25,2.87620800736309e-05,2722.4200606884
"23","11-2021.00 - Marketing Managers","https://www.onetonline.org/link/details/11-2021.00","Marketing","Marketing Management","11-2021.00","Marketing Managers",131180,"Artistic",45,25,2.87620800736309e-05,2722.4200606884
"24","11-2021.00 - Marketing Managers","https://www.onetonline.org/link/details/11-2021.00","Marketing","Marketing Management","11-2021.00","Marketing Managers",131180,"Investigative",22,25,2.87620800736309e-05,2722.4200606884
"25","11-2022.00 - Sales Managers","https://www.onetonline.org/link/details/11-2022.00","Marketing","Marketing Management","11-2022.00","Sales Managers",117960,"Enterprising",100,17,2.89796273219926e-05,638.188913026277
"26","11-2022.00 - Sales Managers","https://www.onetonline.org/link/details/11-2022.00","Marketing","Marketing Management","11-2022.00","Sales Managers",117960,"Social",45,17,2.89796273219926e-05,638.188913026277
"27","11-2022.00 - Sales Managers","https://www.onetonline.org/link/details/11-2022.00","Marketing","Marketing Management","11-2022.00","Sales Managers",117960,"Artistic",17,17,2.89796273219926e-05,638.188913026277
"28","11-2022.00 - Sales Managers","https://www.onetonline.org/link/details/11-2022.00","Marketing","Marketing Management","11-2022.00","Sales Managers",117960,"Realistic",33,17,2.89796273219926e-05,638.188913026277
"29","11-2022.00 - Sales Managers","https://www.onetonline.org/link/details/11-2022.00","Marketing","Marketing Management","11-2022.00","Sales Managers",117960,"Investigative",17,17,2.89796273219926e-05,638.188913026277
"30","11-2022.00 - Sales Managers","https://www.onetonline.org/link/details/11-2022.00","Marketing","Marketing Management","11-2022.00","Sales Managers",117960,"Conventional",61,17,2.89796273219926e-05,638.188913026277
"31","11-2031.00 - Public Relations and Fundraising Managers","https://www.onetonline.org/link/details/11-2031.00","Marketing","Marketing Management","11-2031.00","Public Relations and Fundraising Managers",107320,"Enterprising",100,24,2.89192862720148e-05,2464.07538153975
"32","11-2031.00 - Public Relations and Fundraising Managers","https://www.onetonline.org/link/details/11-2031.00","Marketing","Marketing Management","11-2031.00","Public Relations and Fundraising Managers",107320,"Artistic",67,24,2.89192862720148e-05,2464.07538153975
"33","11-2031.00 - Public Relations and Fundraising Managers","https://www.onetonline.org/link/details/11-2031.00","Marketing","Marketing Management","11-2031.00","Public Relations and Fundraising Managers",107320,"Investigative",6,24,2.89192862720148e-05,2464.07538153975
"34","11-2031.00 - Public Relations and Fundraising Managers","https://www.onetonline.org/link/details/11-2031.00","Marketing","Marketing Management","11-2031.00","Public Relations and Fundraising Managers",107320,"Social",45,24,2.89192862720148e-05,2464.07538153975
"35","11-2031.00 - Public Relations and Fundraising Managers","https://www.onetonline.org/link/details/11-2031.00","Marketing","Marketing Management","11-2031.00","Public Relations and Fundraising Managers",107320,"Realistic",6,24,2.89192862720148e-05,2464.07538153975
"36","11-2031.00 - Public Relations and Fundraising Managers","https://www.onetonline.org/link/details/11-2031.00","Marketing","Marketing Management","11-2031.00","Public Relations and Fundraising Managers",107320,"Conventional",45,24,2.89192862720148e-05,2464.07538153975
"37","11-3011.00 - Administrative Services Managers","https://www.onetonline.org/link/details/11-3011.00","Business Management & Administration","Operations Management","11-3011.00","Administrative Services Managers",90050,"Conventional",72,15,2.89469113645574e-05,814.878219272921
"38","11-3011.00 - Administrative Services Managers","https://www.onetonline.org/link/details/11-3011.00","Business Management & Administration","Operations Management","11-3011.00","Administrative Services Managers",90050,"Social",28,15,2.89469113645574e-05,814.878219272921
"39","11-3011.00 - Administrative Services Managers","https://www.onetonline.org/link/details/11-3011.00","Business Management & Administration","Operations Management","11-3011.00","Administrative Services Managers",90050,"Realistic",17,15,2.89469113645574e-05,814.878219272921
"40","11-3011.00 - Administrative Services Managers","https://www.onetonline.org/link/details/11-3011.00","Business Management & Administration","Operations Management","11-3011.00","Administrative Services Managers",90050,"Artistic",0,15,2.89469113645574e-05,814.878219272921
"41","11-3011.00 - Administrative Services Managers","https://www.onetonline.org/link/details/11-3011.00","Business Management & Administration","Operations Management","11-3011.00","Administrative Services Managers",90050,"Enterprising",100,15,2.89469113645574e-05,814.878219272921
"42","11-3011.00 - Administrative Services Managers","https://www.onetonline.org/link/details/11-3011.00","Business Management & Administration","Operations Management","11-3011.00","Administrative Services Managers",90050,"Investigative",22,15,2.89469113645574e-05,814.878219272921
"43","11-3021.00 - Computer and Information Systems Managers","https://www.onetonline.org/link/details/11-3021.00","Business Management & Administration","Business Information Management","11-3021.00","Computer and Information Systems Managers",135800,"Social",11,13,2.92337825591253e-05,1252.96435797631
"44","11-3021.00 - Computer and Information Systems Managers","https://www.onetonline.org/link/details/11-3021.00","Business Management & Administration","Business Information Management","11-3021.00","Computer and Information Systems Managers",135800,"Conventional",72,13,2.92337825591253e-05,1252.96435797631
"45","11-3021.00 - Computer and Information Systems Managers","https://www.onetonline.org/link/details/11-3021.00","Business Management & Administration","Business Information Management","11-3021.00","Computer and Information Systems Managers",135800,"Artistic",11,13,2.92337825591253e-05,1252.96435797631
"46","11-3021.00 - Computer and Information Systems Managers","https://www.onetonline.org/link/details/11-3021.00","Business Management & Administration","Business Information Management","11-3021.00","Computer and Information Systems Managers",135800,"Investigative",56,13,2.92337825591253e-05,1252.96435797631
"47","11-3021.00 - Computer and Information Systems Managers","https://www.onetonline.org/link/details/11-3021.00","Business Management & Administration","Business Information Management","11-3021.00","Computer and Information Systems Managers",135800,"Enterprising",95,13,2.92337825591253e-05,1252.96435797631
"48","11-3021.00 - Computer and Information Systems Managers","https://www.onetonline.org/link/details/11-3021.00","Business Management & Administration","Business Information Management","11-3021.00","Computer and Information Systems Managers",135800,"Realistic",50,13,2.92337825591253e-05,1252.96435797631
"49","11-3031.01 - Treasurers and Controllers","https://www.onetonline.org/link/details/11-3031.01","Finance","Business Finance","11-3031.00","Financial Managers",121750,"Realistic",11,17,2.88591959827999e-05,502.906260274119
"50","11-3031.01 - Treasurers and Controllers","https://www.onetonline.org/link/details/11-3031.01","Finance","Business Finance","11-3031.00","Financial Managers",121750,"Conventional",100,17,2.88591959827999e-05,502.906260274119
"51","11-3031.01 - Treasurers and Controllers","https://www.onetonline.org/link/details/11-3031.01","Finance","Business Finance","11-3031.00","Financial Managers",121750,"Enterprising",83,17,2.88591959827999e-05,502.906260274119
"52","11-3031.01 - Treasurers and Controllers","https://www.onetonline.org/link/details/11-3031.01","Finance","Business Finance","11-3031.00","Financial Managers",121750,"Artistic",0,17,2.88591959827999e-05,502.906260274119
"53","11-3031.01 - Treasurers and Controllers","https://www.onetonline.org/link/details/11-3031.01","Finance","Business Finance","11-3031.00","Financial Managers",121750,"Investigative",28,17,2.88591959827999e-05,502.906260274119
"54","11-3031.01 - Treasurers and Controllers","https://www.onetonline.org/link/details/11-3031.01","Finance","Business Finance","11-3031.00","Financial Managers",121750,"Social",28,17,2.88591959827999e-05,502.906260274119
"55","11-3031.02 - Financial Managers, Branch or Department","https://www.onetonline.org/link/details/11-3031.02","Finance","Business Finance","11-3031.00","Financial Managers",121750,"Conventional",67,15,2.87463707706902e-05,361.125855277362
"56","11-3031.02 - Financial Managers, Branch or Department","https://www.onetonline.org/link/details/11-3031.02","Finance","Business Finance","11-3031.00","Financial Managers",121750,"Artistic",6,15,2.87463707706902e-05,361.125855277362
"57","11-3031.02 - Financial Managers, Branch or Department","https://www.onetonline.org/link/details/11-3031.02","Finance","Business Finance","11-3031.00","Financial Managers",121750,"Enterprising",100,15,2.87463707706902e-05,361.125855277362
"58","11-3031.02 - Financial Managers, Branch or Department","https://www.onetonline.org/link/details/11-3031.02","Finance","Business Finance","11-3031.00","Financial Managers",121750,"Investigative",11,15,2.87463707706902e-05,361.125855277362
"59","11-3031.02 - Financial Managers, Branch or Department","https://www.onetonline.org/link/details/11-3031.02","Finance","Business Finance","11-3031.00","Financial Managers",121750,"Realistic",11,15,2.87463707706902e-05,361.125855277362
"60","11-3031.02 - Financial Managers, Branch or Department","https://www.onetonline.org/link/details/11-3031.02","Finance","Business Finance","11-3031.00","Financial Managers",121750,"Social",39,15,2.87463707706902e-05,361.125855277362
"61","11-3051.00 - Industrial Production Managers","https://www.onetonline.org/link/details/11-3051.00","Business Management & Administration","Operations Management","11-3051.00","Industrial Production Managers",97140,"Conventional",83,23,2.92945863604406e-05,6926.76754906369
"62","11-3051.00 - Industrial Production Managers","https://www.onetonline.org/link/details/11-3051.00","Business Management & Administration","Operations Management","11-3051.00","Industrial Production Managers",97140,"Investigative",22,23,2.92945863604406e-05,6926.76754906369
"63","11-3051.00 - Industrial Production Managers","https://www.onetonline.org/link/details/11-3051.00","Business Management & Administration","Operations Management","11-3051.00","Industrial Production Managers",97140,"Enterprising",100,23,2.92945863604406e-05,6926.76754906369
"64","11-3051.00 - Industrial Production Managers","https://www.onetonline.org/link/details/11-3051.00","Business Management & Administration","Operations Management","11-3051.00","Industrial Production Managers",97140,"Artistic",6,23,2.92945863604406e-05,6926.76754906369
"65","11-3051.00 - Industrial Production Managers","https://www.onetonline.org/link/details/11-3051.00","Business Management & Administration","Operations Management","11-3051.00","Industrial Production Managers",97140,"Social",39,23,2.92945863604406e-05,6926.76754906369
"66","11-3051.00 - Industrial Production Managers","https://www.onetonline.org/link/details/11-3051.00","Business Management & Administration","Operations Management","11-3051.00","Industrial Production Managers",97140,"Realistic",28,23,2.92945863604406e-05,6926.76754906369
